solar 1.419999985955656e+03
albedo 2.000000029802322e-01
planet 2.600000007078051e+02
useTimeVaryAlbIR 0
useTimeVarySolar 0
DiffuseSolarFlux 0.000000000000000e+00
UseTimeVaryDiffuseSolar 0
DiffuseSkyIRFlux 0.000000000000000e+00
UseTimeVaryDiffuseSkyIR 0
Period 6.052413278791004e+03
FullOrbit 1
IsTerrestrial 0
IsFmh 0
315
     Time,    mean,   true, Illum       Sun Vector              Planet Vector    Orbit Radius
  4781.41,  284.40,  284.40,         1546,      -6952.6,       892.57, 
  4841.93,  288.00,  288.00,         1921,      -6826.8,       1109.1, 
  4902.45,  291.60,  291.60,       2288.4,      -6674.1,       1321.2, 
  4962.98,  295.20,  295.20,       2646.8,        -6495,       1528.2, 
   5023.5,  298.80,  298.80,       2994.8,      -6290.3,         1729, 
  5084.03,  302.40,  302.40,       3330.9,      -6060.7,       1923.1, 
  5144.55,  306.00,  306.00,       3653.9,      -5807.2,       2109.6, 
  5205.08,  309.60,  309.60,       3962.5,      -5530.9,       2287.8, 
   5265.6,  313.20,  313.20,       4255.5,      -5232.6,       2456.9, 
  5326.12,  316.80,  316.80,       4531.6,      -4913.8,       2616.3, 
  5386.65,  320.40,  320.40,       4789.9,      -4575.5,       2765.4, 
  5447.17,  324.00,  324.00,       5029.2,      -4219.2,       2903.6, 
   5507.7,  327.60,  327.60,       5248.7,      -3846.2,       3030.4, 
  5568.22,  331.20,  331.20,       5447.5,      -3458.1,       3145.1, 
  5628.74,  334.80,  334.80,       5624.8,      -3056.3,       3247.5, 
  5689.27,  338.40,  338.40,       5779.9,      -2642.4,         3337, 
  5749.79,  342.00,  342.00,       5912.2,      -2218.2,       3413.4, 
  5810.32,  345.60,  345.60,       6021.2,      -1785.1,       3476.3, 
  5870.84,  349.20,  349.20,       6106.3,        -1345,       3525.5, 
  5931.37,  352.80,  352.80,       6167.4,      -899.66,       3560.8, 
  5991.89,  356.40,  356.40,       6204.2,      -450.72,         3582, 
  6052.41,  360.00,  360.00,       6216.5,  -1.5008e-09,       3589.1, 
